id,x_coords,y_coords,num_coords
56628,"[-95.383392, -95.377289, -95.425507, -95.431549, -95.417435, -95.380447, -95.433342, -95.423492, -95.417145, -95.431877]","[43.595993, 43.595898, 43.618538, 43.624874, 43.618103, 43.600327, 43.629131, 43.628891, 43.629215, 43.617264]",10
56630,"[-92.582291, -92.604996, -92.590393, -92.616089, -92.608894, -92.612595, -92.597389, -92.593994, -92.601189, -92.586288]","[47.574993, 47.572594, 47.57489, 47.572891, 47.572392, 47.572594, 47.573292, 47.574493, 47.57299, 47.574692]",10
56633,"[-77.485596, -77.494797, -77.489998, -77.498199, -77.488594, -77.495598, -77.486794, -77.492393, -77.483498, -77.481995, -77.488594, -77.503799, -77.502998, -77.4991, -77.492699]","[42.538391, 42.527992, 42.533493, 42.51609, 42.545593, 42.522491, 42.548191, 42.530792, 42.541092, 42.544292, 42.536091, 42.542793, 42.545891, 42.520092, 42.523991]",15
56634,"[-77.432297, -77.456299, -77.525497, -77.431793, -77.428993, -77.434395, -77.401497, -77.523193, -77.430595, -77.4412, -77.397797, -77.439194, -77.451096, -77.453499, -77.443298, -77.422897, -77.4487, -77.399498, -77.406097, -77.399994, -77.439598, -77.418999, -77.431198, -77.436699, -77.414497, -77.447197, -77.4067, -77.445198, -77.4589, -77.420998, -77.527794, -77.409294, -77.430794, -77.4617, -77.433296]","[42.525291, 42.526093, 42.443291, 42.555794, 42.558891, 42.51609, 42.526493, 42.445492, 42.575291, 42.549992, 42.534992, 42.530792, 42.560291, 42.528492, 42.564793, 42.538391, 42.562691, 42.529892, 42.546391, 42.542992, 42.560692, 42.525692, 42.572891, 42.563492, 42.552292, 42.505993, 42.518391, 42.528893, 42.523193, 42.542492, 42.44099, 42.527092, 42.569691, 42.520992, 42.520092]",35
56635,"[-83.206497, -83.217094, -83.233597, -83.195496, -83.175697, -83.205193, -83.225998, -83.211395, -83.184196, -83.224098, -83.226395, -83.173897, -83.213692, -83.225899, -83.229797, -83.196198, -83.215492, -83.191895, -83.194092, -83.185997, -83.206596, -83.233498, -83.206291, -83.223991, -83.215797, -83.189491, -83.235992, -83.230392, -83.216492, -83.203896, -83.187592, -83.196098]","[43.834393, 43.838894, 43.82769, 43.83469, 43.84539, 43.837593, 43.841793, 43.837093, 43.852291, 43.83839, 43.828091, 43.850193, 43.842892, 43.847591, 43.838093, 43.840992, 43.827492, 43.83979, 43.849693, 43.837791, 43.830093, 43.834293, 43.82629, 43.834091, 43.824993, 43.83419, 43.837593, 43.826492, 43.834991, 43.843792, 43.840992, 43.85379]",32
56636,"[-115.464287, -115.464485, -115.467789, -115.463684, -115.464088, -115.465691, -115.46479, -115.463783, -115.466789, -115.468788]","[43.032394, 43.030895, 43.024494, 43.036793, 43.033894, 43.027294, 43.029495, 43.035294, 43.025894, 43.023094]",10
56637,"[-115.480385, -115.480286, -115.482285, -115.480484, -115.480385, -115.483589, -115.484283, -115.480789, -115.481789, -115.482986]","[43.058193, 43.056595, 43.049095, 43.053593, 43.055096, 43.046295, 43.044895, 43.052193, 43.050594, 43.047695]",10
56638,"[-100.170692, -100.162689, -100.134392, -100.192696, -100.139793, -100.116615, -100.172089, -100.16069, -100.146194, -100.137291, -100.12249, -100.132095, -100.169289, -100.198494, -100.125488, -100.108093, -100.10009, -100.170494, -100.149193, -100.201393, -100.173691, -100.129089, -100.112091, -100.105171, -100.196594, -100.204491, -100.143295, -100.123489, -100.189789, -100.11499, -100.140289, -100.131493, -100.17659, -100.178391, -100.151894, -100.142891, -100.174889, -100.163589, -100.195496, -100.207489, -100.190689, -100.192696, -100.18409, -100.109093, -100.110756, -100.18689, -100.117493, -100.179291, -100.120293, -100.119492, -100.148293, -100.102989, -100.201195, -100.199593, -100.155495, -100.152489, -100.135994, -100.178795, -100.198296, -100.173492, -100.195595, -100.154793, -100.166595, -100.184593, -100.179588, -100.181694, -100.157791, -100.113693, -100.15979, -100.182892, -100.193695, -100.18119, -100.182594, -100.189789]","[32.286896, 32.286594, 32.287895, 32.296894, 32.295296, 32.295528, 32.295193, 32.294895, 32.287895, 32.287895, 32.295692, 32.295494, 32.295193, 32.304794, 32.295593, 32.293896, 32.287895, 32.303192, 32.287895, 32.304794, 32.286793, 32.295593, 32.287792, 32.294243, 32.312096, 32.305695, 32.287895, 32.288296, 32.304394, 32.287193, 32.287895, 32.288395, 32.286797, 32.303593, 32.294994, 32.295494, 32.296894, 32.294792, 32.296894, 32.305595, 32.312195, 32.304394, 32.303593, 32.287495, 32.294949, 32.304195, 32.288395, 32.296795, 32.288395, 32.295692, 32.295094, 32.287292, 32.296795, 32.312096, 32.286896, 32.286995, 32.295395, 32.310192, 32.296795, 32.302692, 32.304394, 32.294994, 32.294792, 32.310894, 32.286694, 32.310493, 32.294895, 32.294895, 32.286694, 32.296795, 32.312195, 32.302994, 32.286694, 32.296993]",74
56640,"[-89.616692, -89.581192, -89.585197, -89.600594, -89.692589, -89.567696, -89.576096, -89.616493, -89.682793, -89.667091, -89.640091, -89.577492, -89.685394, -89.675591, -89.668396, -89.596092, -89.62429, -89.590897, -89.651695, -89.67363, -89.653191, -89.575294, -89.580597, -89.644691, -89.571793, -89.584396, -89.593391, -89.605591, -89.667793, -89.564194, -89.584091, -89.588097, -89.573692, -89.624893, -89.573692, -89.678894, -89.667496, -89.669197, -89.663391, -89.685394, -89.62429, -89.558594, -89.620193, -89.660194, -89.678696, -89.659798, -89.60659, -89.600296, -89.681976, -89.622292, -89.685791, -89.581093, -89.600197, -89.605492, -89.609291, -89.685097, -89.672096, -89.619492, -89.642693, -89.558891, -89.640892, -89.620094, -89.675697, -89.617493, -89.609894, -89.599792, -89.595497, -89.600494, -89.577095, -89.580696, -89.618996, -89.688606, -89.617897, -89.569092, -89.582893, -89.640396, -89.562897, -89.648392, -89.612991, -89.573891, -89.62429, -89.652794, -89.677689, -89.659897, -89.585693, -89.647095, -89.554596, -89.663696, -89.665092, -89.629143, -89.554596, -89.668297, -89.622192, -89.612297, -89.666092, -89.631767, -89.554291, -89.68869, -89.643593, -89.587494]","[41.082691, 41.051991, 41.069092, 41.045593, 41.140511, 41.039993, 41.051891, 41.065392, 41.117092, 41.081493, 41.084293, 41.026192, 41.100491, 41.125893, 41.105892, 41.066891, 41.025593, 41.076591, 41.131992, 41.134964, 41.089291, 41.08049, 41.081791, 41.083591, 41.062794, 41.074192, 41.038994, 41.062592, 41.097893, 41.029491, 41.079891, 41.038391, 41.024693, 41.058491, 41.055794, 41.107491, 41.12149, 41.134892, 41.09679, 41.088192, 41.064091, 41.050392, 41.085194, 41.095192, 41.117092, 41.083893, 41.089191, 41.059792, 41.136227, 41.100094, 41.107491, 41.059391, 41.038891, 41.038193, 41.082092, 41.092892, 41.081993, 41.026993, 41.134991, 41.067291, 41.128391, 41.068691, 41.122391, 41.053391, 41.06929, 41.025192, 41.044193, 41.081993, 41.057293, 41.067291, 41.03989, 41.091625, 41.022694, 41.030991, 41.038391, 41.139393, 41.06739, 41.081791, 41.026691, 41.03989, 41.071392, 41.084293, 41.13625, 41.088993, 41.018692, 41.091694, 41.067291, 41.114594, 41.134892, 41.099972, 41.051891, 41.100891, 41.096691, 41.040691, 41.129391, 41.094486, 41.047894, 41.095493, 41.088593, 41.022892]",100
56644,"[-101.81179, -101.824188, -101.85849, -101.838394, -101.817291, -101.817993, -101.763794, -101.766891, -101.847092, -101.864594, -101.82959, -101.797089, -101.854691, -101.791695, -101.812988, -101.804794, -101.799088, -101.798492, -101.810287, -101.796989, -101.793991, -101.77919, -101.821693, -101.74559, -101.802895, -101.83519, -101.807388, -101.844391, -101.785088, -101.787994, -101.835892, -101.851288, -101.861389, -101.82019, -101.806892, -101.776894, -101.842995, -101.818588, -101.853188, -101.816589, -101.821594, -101.840889, -101.812294, -101.802391, -101.782394, -101.748489, -101.791389, -101.849892, -101.79229, -101.773689, -101.851791, -101.761093, -101.847092, -101.814095, -101.855194, -101.793488, -101.807487, -101.823288, -101.843689, -101.837395, -101.80529, -101.826988, -101.804893, -101.811188, -101.83049, -101.800591, -101.82029, -101.770592, -101.857491, -101.848793, -101.776291, -101.851692, -101.808792, -101.795692, -101.833488, -101.808594, -101.801193, -101.814293, -101.827393, -101.832893]","[32.192993, 32.230095, 32.234997, 32.197697, 32.217194, 32.195396, 32.160095, 32.159794, 32.244396, 32.236496, 32.246197, 32.200294, 32.215195, 32.246296, 32.252693, 32.212093, 32.188496, 32.241196, 32.252895, 32.175594, 32.240993, 32.169796, 32.195694, 32.159595, 32.217896, 32.197594, 32.190395, 32.224297, 32.171696, 32.172096, 32.245895, 32.196995, 32.235695, 32.217896, 32.218796, 32.161995, 32.244797, 32.230194, 32.224396, 32.251896, 32.229794, 32.224796, 32.174397, 32.252594, 32.171394, 32.159393, 32.196995, 32.223896, 32.189095, 32.160995, 32.243694, 32.159996, 32.197372, 32.194294, 32.196693, 32.176495, 32.252995, 32.253593, 32.197796, 32.225395, 32.242596, 32.244595, 32.174896, 32.219296, 32.231796, 32.175194, 32.252296, 32.160896, 32.224895, 32.214394, 32.169594, 32.215096, 32.211094, 32.188694, 32.231895, 32.174595, 32.241493, 32.219795, 32.231495, 32.246197]",80
56645,"[-95.40554, -95.390091, -95.409889, -95.507828, -95.49939, -95.475189, -95.51239, -95.402191, -95.404594, -95.433792, -95.461494, -95.517189, -95.465889, -95.397293, -95.396461, -95.480888, -95.400894, -95.425491, -95.490295, -95.449089, -95.495392, -95.41169, -95.414696, -95.400291, -95.47039, -95.502991, -95.402489, -95.429291, -95.413994, -95.404892, -95.416695, -95.439789, -95.45369, -95.420494, -95.485291, -95.444489, -95.52179, -95.40329, -95.399689, -95.430389]","[43.418163, 43.40369, 43.450291, 43.482327, 43.482391, 43.478092, 43.482292, 43.40929, 43.450092, 43.465393, 43.478092, 43.482292, 43.478092, 43.389591, 43.404911, 43.478092, 43.418194, 43.45079, 43.483791, 43.469692, 43.482792, 43.427094, 43.450394, 43.427891, 43.478092, 43.482292, 43.389091, 43.465393, 43.409794, 43.427891, 43.427094, 43.469692, 43.469593, 43.450592, 43.478191, 43.469692, 43.482292, 43.397491, 43.450394, 43.434994]",40
56647,"[-88.470993, -88.468292, -88.478294, -88.469765, -88.466003, -88.502327, -88.478195, -88.488396, -88.490494, -88.474518, -88.467194, -88.487595, -88.50251, -88.488358, -88.461594, -88.485771, -88.487595, -88.487671, -88.477692, -88.517693, -88.51474, -88.486862, -88.473015, -88.476395, -88.466797, -88.462395, -88.487587, -88.486298, -88.471893, -88.472618, -88.502495, -88.4786, -88.463593, -88.453995, -88.473694, -88.488091]","[43.420094, 43.410992, 43.405491, 43.418274, 43.415863, 43.40136, 43.393494, 43.405392, 43.424191, 43.426865, 43.38879, 43.394192, 43.405174, 43.40242, 43.423092, 43.422077, 43.396793, 43.408802, 43.40229, 43.397091, 43.401451, 43.418156, 43.392746, 43.435791, 43.431393, 43.444092, 43.3895, 43.387192, 43.405491, 43.423965, 43.408493, 43.41103, 43.400993, 43.44659, 43.388191, 43.411694]",36
56648,"[-101.539894, -101.507088, -101.529091, -101.525688, -101.518188, -101.540894, -101.528992, -101.528793, -101.516891, -101.522591, -101.52179, -101.539688, -101.53289, -101.516594, -101.525589, -101.534889, -101.532593, -101.524895, -101.518288, -101.514694, -101.537888, -101.536392, -101.531891, -101.546989, -101.525391, -101.531792, -101.536194, -101.527695, -101.507591, -101.506989, -101.533791, -101.528389, -101.511192, -101.514793, -101.528793, -101.522293, -101.542992, -101.525688, -101.536789, -101.52179, -101.546089, -101.508095, -101.50769, -101.512894, -101.522095, -101.511192, -101.525391, -101.531494, -101.513695, -101.543793, -101.513489, -101.51619, -101.530693]","[35.366894, 35.440193, 35.390594, 35.390594, 35.404095, 35.404194, 35.376495, 35.445194, 35.440395, 35.440292, 35.404095, 35.376495, 35.390594, 35.426792, 35.445293, 35.404194, 35.376495, 35.366894, 35.390594, 35.404095, 35.404194, 35.390594, 35.445194, 35.366894, 35.376495, 35.404194, 35.376495, 35.366894, 35.404095, 35.426895, 35.366894, 35.434494, 35.404095, 35.390594, 35.404194, 35.433693, 35.377895, 35.404194, 35.366894, 35.390594, 35.377895, 35.433495, 35.390594, 35.433594, 35.426792, 35.390594, 35.434593, 35.434395, 35.440395, 35.366894, 35.426895, 35.433292, 35.366894]",53
56649,"[-100.235291, -100.24659, -100.133095, -100.120094, -100.116791, -100.137589, -100.139694, -100.130692, -100.249489, -100.202492, -100.169594, -100.26709, -100.123489, -100.259293, -100.107491, -100.242691, -100.141991, -100.148094, -100.187096, -100.252396, -100.109589, -100.128288, -100.157295, -100.143188, -100.114288, -100.26989, -100.264191, -100.111893, -100.262291, -100.104195, -100.135193, -100.163094, -100.184494, -100.209793, -100.239189, -100.179504, -100.125992, -100.256592, -100.160194, -100.144295, -100.172592, -100.258789, -100.245789, -100.255493]","[32.419693, 32.421494, 32.413895, 32.414192, 32.414295, 32.414696, 32.415894, 32.413193, 32.422092, 32.420593, 32.419094, 32.419495, 32.413692, 32.409595, 32.411495, 32.411694, 32.417694, 32.417995, 32.421394, 32.422195, 32.413494, 32.412594, 32.417393, 32.401592, 32.412994, 32.420593, 32.418495, 32.404293, 32.409195, 32.416893, 32.414993, 32.420296, 32.415092, 32.420895, 32.419693, 32.41589, 32.411995, 32.408894, 32.418095, 32.420193, 32.418495, 32.417194, 32.410393, 32.417393]",44
56650,"[-98.611794, -98.577087, -98.584694, -98.591087, -98.61879, -98.57019, -98.583092, -98.587395, -98.592194, -98.628693, -98.628387, -98.606995, -98.605492, -98.59549, -98.585991, -98.58139, -98.58429, -98.580894, -98.583389, -98.616089, -98.609589, -98.577789, -98.62429, -98.571793, -98.577789, -98.596687, -98.614494, -98.599594, -98.578995, -98.582291, -98.623093, -98.617294, -98.603394, -98.599991]","[43.975391, 44.031895, 44.018894, 44.002594, 43.969894, 44.027191, 44.021992, 44.016495, 43.998295, 43.981995, 43.967995, 43.994793, 43.982391, 43.995094, 44.004692, 44.024994, 44.036594, 44.014591, 44.007492, 43.973392, 43.980392, 44.036694, 43.977291, 44.022991, 44.017792, 43.991795, 43.986294, 44.002094, 44.027893, 44.011894, 43.967892, 43.982391, 43.985394, 43.989292]",34
56651,"[-78.554695, -78.627296, -78.621201, -78.616394, -78.631393, -78.552498, -78.542099, -78.558197, -78.546394, -78.633591, -78.622795, -78.549095, -78.585693, -78.528206, -78.547195, -78.623199, -78.532898, -78.555099, -78.628616, -78.5541, -78.560295, -78.555794, -78.530396, -78.555901, -78.584198, -78.530998, -78.589149, -78.562393, -78.550797, -78.543594, -78.562195, -78.563194, -78.541595, -78.5485]","[40.390491, 40.372791, 40.381592, 40.382492, 40.375092, 40.392292, 40.448292, 40.413994, 40.39719, 40.373264, 40.376591, 40.393494, 40.396191, 40.437164, 40.395191, 40.379593, 40.440693, 40.388092, 40.376549, 40.421692, 40.43679, 40.415592, 40.435593, 40.418892, 40.397892, 40.442791, 40.386837, 40.409191, 40.433491, 40.445621, 40.417492, 40.414692, 40.43729, 40.435291]",34
56654,"[-121.806984, -121.821983, -121.774086, -121.810989, -121.821388, -121.79789, -121.79229, -121.826584, -121.781883, -121.823685, -121.756287, -121.793884, -121.757988, -121.768089, -121.783783, -121.794884, -121.785789, -121.778183, -121.809685, -121.779884, -121.824585, -121.816589, -121.790184, -121.776588, -121.807983, -121.838882, -121.804985, -121.823586, -121.760986, -121.801186, -121.759087, -121.753189, -121.751686, -121.787888, -121.803284, -121.796783, -121.826187, -121.833687, -121.754585, -121.819183, -121.813789, -121.765388, -121.762787, -121.799187]","[40.903095, 40.910793, 40.875496, 40.908596, 40.900097, 40.895294, 40.888195, 40.904396, 40.881294, 40.901096, 40.865993, 40.889896, 40.867695, 40.874096, 40.882896, 40.891895, 40.884296, 40.878197, 40.906696, 40.879894, 40.914696, 40.909496, 40.886795, 40.876396, 40.905094, 40.905396, 40.901596, 40.912697, 40.871094, 40.898697, 40.869595, 40.862495, 40.860794, 40.885696, 40.899994, 40.893394, 40.902294, 40.905296, 40.864296, 40.909996, 40.908997, 40.873394, 40.872696, 40.897095]",44
56659,"[-82.743996, -82.750595, -82.745995, -82.724792, -82.723, -82.709099, -82.730995, -82.705193, -82.702293, -82.732994, -82.715096, -82.704697, -82.7911, -82.741096, -82.727097, -82.684593, -82.701599, -82.690796, -82.705894, -82.749199, -82.802696, -82.748795, -82.711395, -82.7006, -82.708397, -82.729095, -82.719597, -82.749397, -82.684799, -82.752594, -82.729698, -82.711197, -82.725693, -82.729294, -82.710495, -82.744896, -82.689194, -82.744698, -82.727898, -82.773094, -82.721397, -82.730194, -82.729996, -82.7855, -82.747696, -82.7286, -82.786095, -82.803993, -82.748398, -82.794197]","[43.605293, 43.611393, 43.638493, 43.578194, 43.606892, 43.638191, 43.681591, 43.605293, 43.620193, 43.666893, 43.651394, 43.636593, 43.675591, 43.631691, 43.664391, 43.631493, 43.649891, 43.604992, 43.663094, 43.68169, 43.654591, 43.574493, 43.608692, 43.635593, 43.650692, 43.578892, 43.576691, 43.579193, 43.604191, 43.621193, 43.62339, 43.665691, 43.635094, 43.610691, 43.623791, 43.678993, 43.631393, 43.667191, 43.652691, 43.682491, 43.590492, 43.646492, 43.640091, 43.659992, 43.617092, 43.678291, 43.681091, 43.665092, 43.648891, 43.665493]",50
56661,"[-97.594582, -97.595161, -97.586906, -97.610657, -97.575378, -97.584435, -97.599457, -97.598595, -97.599861, -97.610069, -97.579308, -97.592789, -97.598061, -97.596191, -97.583878, -97.588509, -97.572037, -97.583641, -97.596916, -97.600113, -97.594933, -97.614204, -97.585968, -97.573967, -97.615944, -97.603241, -97.605064, -97.569931, -97.593239, -97.608353, -97.580772, -97.592308, -97.601387, -97.595795, -97.594131, -97.592194, -97.603622, -97.597687, -97.607033, -97.577454, -97.601967, -97.596664, -97.60537, -97.590279, -97.56604, -97.588593, -97.542931, -97.567245, -97.555267, -97.578979, -97.570518, -97.571449, -97.587219, -97.514442, -97.554131, -97.553391, -97.516121, -97.590935, -97.582184, -97.56813, -97.575356, -97.524475, -97.539444, -97.550987, -97.528687, -97.545181, -97.560089, -97.58329, -97.572754, -97.52124, -97.582596, -97.523811, -97.590607, -97.534111, -97.580383, -97.527168, -97.576714, -97.571686, -97.574677, -97.585182, -97.58757, -97.578346, -97.576248, -97.588722, -97.585709, -97.58287, -97.512039, -97.520088, -97.521996, -97.565491, -97.583008, -97.531151, -97.590393, -97.583992, -97.581047, -97.578506, -97.571106, -97.581429, -97.569374, -97.589935, -97.53759, -97.547424, -97.573067, -97.535088, -97.581108, -97.564217, -97.518227, -97.541573, -97.58181, -97.562706, -97.572754, -97.511559, -97.563828, -97.575294, -97.550278, -97.558212, -97.569099, -97.556702]","[26.935011, 26.917414, 26.925072, 26.991892, 26.916971, 26.908867, 27.001333, 26.985294, 26.912981, 26.987906, 26.913364, 26.935734, 26.914217, 26.915794, 26.910662, 26.923246, 26.920748, 26.928047, 26.933031, 26.983614, 26.988506, 26.98802, 26.927122, 26.918604, 26.987356, 26.998211, 26.996593, 26.922031, 26.989477, 26.993, 26.911806, 27.007969, 26.999807, 27.004496, 27.006353, 26.919596, 26.980213, 27.003021, 26.994722, 26.915112, 26.982103, 26.986826, 26.978947, 26.921207, 26.946102, 26.977896, 27.005636, 27.000818, 27.013033, 26.969772, 26.962246, 26.997953, 26.980089, 27.004007, 27.000378, 27.014996, 27.002668, 26.937325, 26.966091, 26.944401, 26.937283, 27.006889, 27.00997, 27.0021, 27.003906, 27.004332, 27.007931, 26.96373, 26.996008, 27.010786, 26.947525, 27.009066, 26.940727, 26.999678, 26.932022, 27.006124, 26.935352, 26.94105, 26.956699, 26.997549, 26.995264, 26.951311, 26.952311, 26.942066, 26.981665, 26.999079, 27.005239, 26.999247, 26.998041, 27.002525, 26.984241, 27.001936, 26.976194, 26.946095, 27.000401, 26.93354, 26.960192, 26.950006, 26.942654, 26.993357, 27.011078, 27.003378, 26.939131, 27.011972, 26.967758, 26.947727, 27.00098, 27.008066, 26.930603, 27.006269, 26.958569, 27.00779, 27.004232, 26.954695, 27.015894, 27.009464, 26.999193, 27.011335]",118
56665,"[-99.795891, -99.822189, -99.768089, -99.802094, -99.854492, -99.81089, -99.827888, -99.774994, -99.797989, -99.786491, -99.833092, -99.879189, -99.875595, -99.799789, -99.864395, -99.838196, -99.772293, -99.79689, -99.80999, -99.833488, -99.825195, -99.867195, -99.748291, -99.771393, -99.845093, -99.80719, -99.871689, -99.836792, -99.75499, -99.842094, -99.879295, -99.750893, -99.844994, -99.853088, -99.775993, -99.870491, -99.852196, -99.812889, -99.83149, -99.854294, -99.777695, -99.758888, -99.814491, -99.851791, -99.82859, -99.774796, -99.832993, -99.83049, -99.764389, -99.77179, -99.761688, -99.804092, -99.804291, -99.842194, -99.883293, -99.885796, -99.825089, -99.784195, -99.807289, -99.777794, -99.847191, -99.780991, -99.780594, -99.860092, -99.857193, -99.777794]","[35.541893, 35.546795, 35.532295, 35.531094, 35.531094, 35.529793, 35.549694, 35.535095, 35.541595, 35.524895, 35.547295, 35.550995, 35.546192, 35.532494, 35.549892, 35.529495, 35.535393, 35.532593, 35.539993, 35.529896, 35.548393, 35.549694, 35.532593, 35.549793, 35.527195, 35.529793, 35.546795, 35.535892, 35.532593, 35.527493, 35.543896, 35.532295, 35.533695, 35.548393, 35.549194, 35.550293, 35.540394, 35.539593, 35.542496, 35.539894, 35.542496, 35.532494, 35.529793, 35.531593, 35.542995, 35.542793, 35.536194, 35.548893, 35.532192, 35.543293, 35.532394, 35.540993, 35.529793, 35.534393, 35.550896, 35.546894, 35.543594, 35.524994, 35.540493, 35.534595, 35.532696, 35.525394, 35.534096, 35.549793, 35.541695, 35.525593]",66
56666,"[-120.489082, -120.536583, -120.489189, -120.569786, -120.537582, -120.47049, -120.571182, -120.571686, -120.547783, -120.572289, -120.546684, -120.554985, -120.536987, -120.564087, -120.488487, -120.511589, -120.500389, -120.469788, -120.500389, -120.564186, -120.511482, -120.545784, -120.513687, -120.53669, -120.51339, -120.476883, -120.517487, -120.489288, -120.507889, -120.488083, -120.478485, -120.496689, -120.511482, -120.563484, -120.472885, -120.555389, -120.555389, -120.489983, -120.475983, -120.521187, -120.475082, -120.524086, -120.511787, -120.547188, -120.571884, -120.570686, -120.478783]","[45.783195, 45.790195, 45.772694, 45.789192, 45.783195, 45.773396, 45.775696, 45.783394, 45.790394, 45.779594, 45.787792, 45.789993, 45.785694, 45.781193, 45.781395, 45.781193, 45.777794, 45.777195, 45.779793, 45.786095, 45.785496, 45.783592, 45.778595, 45.788094, 45.776592, 45.779896, 45.781796, 45.776695, 45.774994, 45.774994, 45.777195, 45.773293, 45.786896, 45.788593, 45.775394, 45.788094, 45.791492, 45.779293, 45.782593, 45.778393, 45.784492, 45.782093, 45.783493, 45.785694, 45.777794, 45.786995, 45.774296]",47
